simulation_id,real_concentration_name_file,wind_speed,wind_dir_mean,stability_class,stability_index,sigma_y,sigma_z,RH,humidify,source_x,source_y,source_h,emission_rate,dispersion_model,gps_x,gps_y
432,sim_432_conc_real_2025-11-10.npy,7.51,0.0,NEUTRAL,4,43.721,21.86,0.0,False,460.0,434.0,9.64,0.002,PLUME,0.9218436873747495,0.8697394789579158
433,sim_433_conc_real_2025-11-10.npy,4.18,-49.77,NEUTRAL,4,43.295,21.647,0.0,False,409.0,315.0,4.24,0.0082,PUFF,0.8196392785571143,0.6312625250501002
434,sim_434_conc_real_2025-11-10.npy,5.77,145.56,VERY_UNSTABLE,1,202.077,101.039,0.0,False,1.0,494.0,2.99,0.0027,PLUME,0.002004008016032064,0.9899799599198397
435,sim_435_conc_real_2025-11-10.npy,6.07,-5.21,NEUTRAL,4,42.965,21.482,0.0,False,19.0,404.0,1.39,0.0004,PLUME,0.03807615230460922,0.8096192384769539
436,sim_436_conc_real_2025-11-10.npy,7.08,2.41,NEUTRAL,4,42.702,21.351,0.56,True,283.0,44.0,1.75,0.0032,PUFF,0.5671342685370742,0.08817635270541083
437,sim_437_conc_real_2025-11-10.npy,4.37,88.87,NEUTRAL,4,43.475,21.737,0.74,True,417.0,386.0,8.58,0.0072,PUFF,0.8356713426853707,0.7735470941883767
438,sim_438_conc_real_2025-11-10.npy,1.9,0.0,VERY_STABLE,6,14.592,7.296,0.79,True,120.0,186.0,8.13,0.0053,PLUME,0.24048096192384769,0.3727454909819639
439,sim_439_conc_real_2025-11-10.npy,6.56,0.0,NEUTRAL,4,42.891,21.446,0.68,True,102.0,361.0,3.67,0.0038,PLUME,0.20440881763527055,0.7234468937875751
440,sim_440_conc_real_2025-11-10.npy,2.77,0.88,VERY_STABLE,6,14.816,7.408,0.09,True,243.0,455.0,5.26,0.0062,PUFF,0.48697394789579157,0.9118236472945892
441,sim_441_conc_real_2025-11-10.npy,4.52,0.0,MODERATELY_UNSTABLE,2,125.637,62.819,0.39,True,189.0,378.0,2.19,0.0044,PLUME,0.3787575150300601,0.7575150300601202
442,sim_442_conc_real_2025-11-10.npy,4.58,0.0,NEUTRAL,4,42.453,21.226,0.88,True,10.0,68.0,5.02,0.0098,PLUME,0.02004008016032064,0.13627254509018036
443,sim_443_conc_real_2025-11-10.npy,7.22,0.0,NEUTRAL,4,42.971,21.486,0.0,False,314.0,259.0,4.22,0.0041,PUFF,0.6292585170340681,0.5190380761523046
444,sim_444_conc_real_2025-11-10.npy,4.46,2.17,NEUTRAL,4,43.249,21.625,0.37,True,100.0,492.0,7.67,0.0061,PUFF,0.20040080160320642,0.9859719438877755
445,sim_445_conc_real_2025-11-10.npy,5.48,0.45,NEUTRAL,4,42.472,21.236,0.0,False,101.0,25.0,7.54,0.008,PUFF,0.20240480961923848,0.050100200400801605
446,sim_446_conc_real_2025-11-10.npy,5.13,-2.65,NEUTRAL,4,43.232,21.616,0.0,False,300.0,396.0,4.78,0.0035,PLUME,0.6012024048096193,0.7935871743486974
447,sim_447_conc_real_2025-11-10.npy,2.61,0.0,MODERATELY_STABLE,5,26.112,13.056,0.0,False,443.0,453.0,5.02,0.0018,PUFF,0.8877755511022044,0.9078156312625251
448,sim_448_conc_real_2025-11-10.npy,4.38,-0.55,NEUTRAL,4,43.152,21.576,0.0,False,441.0,165.0,9.46,0.0003,PLUME,0.8837675350701403,0.3306613226452906
449,sim_449_conc_real_2025-11-10.npy,4.09,-1.35,NEUTRAL,4,42.533,21.266,0.56,True,132.0,110.0,9.47,0.01,PUFF,0.26452905811623245,0.22044088176352705
450,sim_450_conc_real_2025-11-10.npy,3.04,0.0,VERY_UNSTABLE,1,200.079,100.04,0.67,True,167.0,306.0,5.16,0.008,PLUME,0.3346693386773547,0.6132264529058116
451,sim_451_conc_real_2025-11-10.npy,4.02,46.72,SLIGHTLY_UNSTABLE,3,74.255,37.127,0.0,False,398.0,155.0,5.53,0.0079,PUFF,0.7975951903807615,0.3106212424849699
452,sim_452_conc_real_2025-11-10.npy,5.18,-2.25,NEUTRAL,4,42.807,21.403,0.34,True,142.0,307.0,7.74,0.0029,PUFF,0.2845691382765531,0.6152304609218436
453,sim_453_conc_real_2025-11-10.npy,3.61,0.0,MODERATELY_STABLE,5,25.927,12.963,0.0,False,391.0,384.0,3.74,0.0019,PUFF,0.7835671342685371,0.7695390781563126
454,sim_454_conc_real_2025-11-10.npy,6.66,-79.94,NEUTRAL,4,42.573,21.287,0.0,False,205.0,7.0,6.09,0.005,PLUME,0.41082164328657317,0.014028056112224449
455,sim_455_conc_real_2025-11-10.npy,2.85,-0.42,VERY_STABLE,6,14.566,7.283,0.55,True,115.0,108.0,3.51,0.0072,PUFF,0.23046092184368738,0.21643286573146292
456,sim_456_conc_real_2025-11-10.npy,6.37,-3.38,SLIGHTLY_UNSTABLE,3,73.208,36.604,0.0,False,10.0,25.0,8.76,0.0051,PLUME,0.02004008016032064,0.050100200400801605
457,sim_457_conc_real_2025-11-10.npy,4.52,-41.85,NEUTRAL,4,42.81,21.405,0.0,False,251.0,229.0,9.42,0.0036,PUFF,0.503006012024048,0.4589178356713427
458,sim_458_conc_real_2025-11-10.npy,5.25,0.0,NEUTRAL,4,42.602,21.301,0.0,False,223.0,34.0,1.98,0.0039,PLUME,0.4468937875751503,0.06813627254509018
459,sim_459_conc_real_2025-11-10.npy,2.75,4.91,VERY_STABLE,6,14.695,7.348,0.0,False,22.0,385.0,4.23,0.0084,PUFF,0.04408817635270541,0.7715430861723447
460,sim_460_conc_real_2025-11-10.npy,2.96,-0.62,VERY_STABLE,6,14.876,7.438,0.0,False,398.0,407.0,9.81,0.0016,PLUME,0.7975951903807615,0.8156312625250501
461,sim_461_conc_real_2025-11-10.npy,3.18,0.89,MODERATELY_STABLE,5,25.55,12.775,0.58,True,286.0,122.0,5.64,0.0078,PUFF,0.5731462925851704,0.24448897795591182
462,sim_462_conc_real_2025-11-10.npy,2.91,1.01,MODERATELY_STABLE,5,25.55,12.775,0.0,False,302.0,72.0,1.87,0.0045,PUFF,0.6052104208416834,0.14428857715430862
463,sim_463_conc_real_2025-11-10.npy,4.64,-3.71,VERY_UNSTABLE,1,202.85,101.425,0.33,True,261.0,473.0,7.49,0.0002,PLUME,0.5230460921843687,0.9478957915831663
464,sim_464_conc_real_2025-11-10.npy,3.32,-18.86,SLIGHTLY_UNSTABLE,3,75.272,37.636,0.0,False,443.0,405.0,7.88,0.001,PLUME,0.8877755511022044,0.811623246492986
465,sim_465_conc_real_2025-11-10.npy,4.41,2.32,SLIGHTLY_UNSTABLE,3,73.572,36.786,0.62,True,37.0,250.0,7.79,0.0014,PUFF,0.07414829659318638,0.501002004008016
466,sim_466_conc_real_2025-11-10.npy,5.62,-3.06,NEUTRAL,4,43.239,21.619,0.42,True,200.0,457.0,7.48,0.0068,PUFF,0.40080160320641284,0.9158316633266533
467,sim_467_conc_real_2025-11-10.npy,3.68,94.67,MODERATELY_UNSTABLE,2,124.558,62.279,0.0,False,182.0,193.0,6.41,0.0046,PUFF,0.36472945891783565,0.3867735470941884
468,sim_468_conc_real_2025-11-10.npy,2.69,0.0,MODERATELY_UNSTABLE,2,124.403,62.201,0.03,True,234.0,0.0,9.79,0.008,PLUME,0.46893787575150303,0.0
469,sim_469_conc_real_2025-11-10.npy,5.02,5.91,SLIGHTLY_UNSTABLE,3,75.647,37.823,0.0,False,497.0,423.0,7.99,0.0079,PLUME,0.9959919839679359,0.8476953907815631
470,sim_470_conc_real_2025-11-10.npy,5.89,0.0,NEUTRAL,4,43.29,21.645,0.0,False,250.0,450.0,4.69,0.0077,PLUME,0.501002004008016,0.9018036072144289
471,sim_471_conc_real_2025-11-10.npy,4.77,4.02,SLIGHTLY_UNSTABLE,3,75.262,37.631,0.86,True,485.0,351.0,5.99,0.0086,PUFF,0.9719438877755511,0.7034068136272545
472,sim_472_conc_real_2025-11-10.npy,4.36,127.13,NEUTRAL,4,43.406,21.703,0.0,False,435.0,335.0,8.05,0.0075,PLUME,0.8717434869739479,0.6713426853707415
473,sim_473_conc_real_2025-11-10.npy,4.58,0.25,NEUTRAL,4,43.678,21.839,0.0,False,452.0,427.0,1.25,0.0093,PUFF,0.905811623246493,0.8557114228456913
474,sim_474_conc_real_2025-11-10.npy,4.8,-1.65,MODERATELY_UNSTABLE,2,125.797,62.898,0.0,False,441.0,5.0,7.71,0.0062,PUFF,0.8837675350701403,0.01002004008016032
475,sim_475_conc_real_2025-11-10.npy,6.74,-86.99,NEUTRAL,4,43.34,21.67,0.71,True,397.0,351.0,4.81,0.008,PUFF,0.7955911823647295,0.7034068136272545
476,sim_476_conc_real_2025-11-10.npy,4.38,0.0,MODERATELY_UNSTABLE,2,124.23,62.115,0.0,False,160.0,109.0,3.15,0.0091,PUFF,0.32064128256513025,0.218436873747495
477,sim_477_conc_real_2025-11-10.npy,4.9,0.0,NEUTRAL,4,42.57,21.285,0.0,False,203.0,1.0,4.9,0.0074,PUFF,0.40681362725450904,0.002004008016032064
478,sim_478_conc_real_2025-11-10.npy,6.25,-3.41,NEUTRAL,4,43.327,21.664,0.79,True,242.0,467.0,3.7,0.0018,PUFF,0.4849699398797595,0.935871743486974
479,sim_479_conc_real_2025-11-10.npy,5.2,-4.98,NEUTRAL,4,42.839,21.42,0.0,False,161.0,314.0,3.64,0.0022,PUFF,0.3226452905811623,0.6292585170340681
480,sim_480_conc_real_2025-11-10.npy,7.59,-126.12,NEUTRAL,4,43.085,21.542,0.33,True,413.0,174.0,7.12,0.0096,PUFF,0.8276553106212425,0.3486973947895792
481,sim_481_conc_real_2025-11-10.npy,6.84,2.4,NEUTRAL,4,43.158,21.579,0.66,True,53.0,470.0,4.24,0.004,PLUME,0.1062124248496994,0.9418837675350702
482,sim_482_conc_real_2025-11-10.npy,4.04,0.0,NEUTRAL,4,43.444,21.722,0.12,True,439.0,347.0,4.34,0.0035,PUFF,0.8797595190380761,0.6953907815631263
483,sim_483_conc_real_2025-11-10.npy,5.46,-0.07,NEUTRAL,4,42.769,21.384,0.0,False,29.0,319.0,2.98,0.0035,PUFF,0.05811623246492986,0.6392785571142284
484,sim_484_conc_real_2025-11-10.npy,7.69,-110.66,NEUTRAL,4,43.49,21.745,0.79,True,459.0,342.0,7.4,0.0023,PLUME,0.9198396793587175,0.685370741482966
485,sim_485_conc_real_2025-11-10.npy,6.43,149.85,NEUTRAL,4,42.809,21.405,0.0,False,248.0,232.0,2.95,0.0014,PUFF,0.4969939879759519,0.4649298597194389
486,sim_486_conc_real_2025-11-10.npy,6.93,0.0,NEUTRAL,4,43.503,21.751,0.0,False,368.0,443.0,4.99,0.0009,PUFF,0.7374749498997996,0.8877755511022044
487,sim_487_conc_real_2025-11-10.npy,6.29,-1.9,SLIGHTLY_UNSTABLE,3,74.113,37.057,0.0,False,367.0,152.0,3.55,0.0082,PLUME,0.7354709418837675,0.3046092184368738
488,sim_488_conc_real_2025-11-10.npy,6.38,125.87,NEUTRAL,4,42.831,21.415,0.0,False,340.0,79.0,4.76,0.0089,PLUME,0.6813627254509018,0.15831663326653306
489,sim_489_conc_real_2025-11-10.npy,3.75,0.0,VERY_UNSTABLE,1,200.613,100.307,0.0,False,290.0,265.0,2.1,0.001,PUFF,0.5811623246492986,0.531062124248497
490,sim_490_conc_real_2025-11-10.npy,5.47,21.81,NEUTRAL,4,42.956,21.478,0.6,True,358.0,181.0,9.95,0.0012,PUFF,0.717434869739479,0.3627254509018036
491,sim_491_conc_real_2025-11-10.npy,7.38,1.8,NEUTRAL,4,43.302,21.651,0.0,False,153.0,495.0,2.43,0.002,PUFF,0.3066132264529058,0.9919839679358717
492,sim_492_conc_real_2025-11-10.npy,7.14,-1.25,NEUTRAL,4,43.801,21.9,0.0,False,461.0,461.0,9.87,0.0025,PUFF,0.9238476953907816,0.9238476953907816
493,sim_493_conc_real_2025-11-10.npy,6.37,120.69,NEUTRAL,4,43.495,21.747,0.0,False,333.0,467.0,4.04,0.0037,PLUME,0.6673346693386774,0.935871743486974
494,sim_494_conc_real_2025-11-10.npy,5.02,0.0,NEUTRAL,4,42.86,21.43,0.0,False,161.0,324.0,3.12,0.01,PLUME,0.3226452905811623,0.6492985971943888
495,sim_495_conc_real_2025-11-10.npy,4.49,-0.03,NEUTRAL,4,42.897,21.449,0.0,False,273.0,261.0,9.56,0.0063,PUFF,0.5470941883767535,0.5230460921843687
496,sim_496_conc_real_2025-11-10.npy,4.81,0.0,VERY_UNSTABLE,1,202.011,101.006,0.0,False,76.0,484.0,4.99,0.0028,PLUME,0.1523046092184369,0.969939879759519
497,sim_497_conc_real_2025-11-10.npy,7.77,0.0,NEUTRAL,4,42.895,21.447,0.0,False,372.0,58.0,7.66,0.0042,PLUME,0.7454909819639278,0.11623246492985972
498,sim_498_conc_real_2025-11-10.npy,4.32,0.0,NEUTRAL,4,42.844,21.422,0.3,True,297.0,195.0,2.63,0.0044,PUFF,0.5951903807615231,0.3907815631262525
499,sim_499_conc_real_2025-11-10.npy,4.83,0.0,NEUTRAL,4,43.249,21.625,0.0,False,466.0,187.0,2.17,0.0002,PUFF,0.9338677354709419,0.374749498997996
500,sim_500_conc_real_2025-11-10.npy,4.39,3.17,NEUTRAL,4,42.958,21.479,0.16,True,84.0,393.0,2.35,0.0021,PLUME,0.1683366733466934,0.7875751503006012
501,sim_501_conc_real_2025-11-10.npy,7.48,0.0,NEUTRAL,4,43.72,21.86,0.37,True,438.0,456.0,8.75,0.0026,PLUME,0.8777555110220441,0.9138276553106213
502,sim_502_conc_real_2025-11-10.npy,1.22,-1.1,VERY_STABLE,6,14.828,7.414,0.53,True,494.0,182.0,9.17,0.0082,PUFF,0.9899799599198397,0.36472945891783565
503,sim_503_conc_real_2025-11-10.npy,5.02,0.0,NEUTRAL,4,42.475,21.238,0.0,False,4.0,108.0,4.96,0.0065,PUFF,0.008016032064128256,0.21643286573146292
504,sim_504_conc_real_2025-11-10.npy,3.68,-5.43,MODERATELY_STABLE,5,25.388,12.694,0.8,True,20.0,96.0,6.27,0.0011,PLUME,0.04008016032064128,0.19238476953907815
505,sim_505_conc_real_2025-11-10.npy,7.33,0.0,NEUTRAL,4,42.729,21.364,0.88,True,275.0,121.0,1.28,0.0093,PLUME,0.5511022044088176,0.24248496993987975
506,sim_506_conc_real_2025-11-10.npy,1.72,-2.13,MODERATELY_STABLE,5,25.471,12.736,0.0,False,232.0,16.0,3.91,0.0051,PUFF,0.4649298597194389,0.03206412825651302
507,sim_507_conc_real_2025-11-10.npy,4.85,4.77,NEUTRAL,4,42.591,21.295,0.36,True,197.0,93.0,8.6,0.0071,PUFF,0.39478957915831664,0.18637274549098196
508,sim_508_conc_real_2025-11-10.npy,3.9,3.8,MODERATELY_UNSTABLE,2,124.47,62.235,0.85,True,229.0,95.0,2.19,0.0088,PLUME,0.4589178356713427,0.1903807615230461
509,sim_509_conc_real_2025-11-10.npy,6.65,-107.04,NEUTRAL,4,42.859,21.43,0.0,False,358.0,51.0,6.53,0.0066,PUFF,0.717434869739479,0.10220440881763528
510,sim_510_conc_real_2025-11-10.npy,3.77,0.0,SLIGHTLY_UNSTABLE,3,74.552,37.276,0.06,True,274.0,399.0,4.76,0.0076,PUFF,0.5490981963927856,0.7995991983967936
511,sim_511_conc_real_2025-11-10.npy,5.78,86.43,SLIGHTLY_UNSTABLE,3,73.736,36.868,0.5,True,47.0,300.0,3.02,0.0063,PLUME,0.09418837675350701,0.6012024048096193
512,sim_512_conc_real_2025-11-10.npy,4.2,-2.94,SLIGHTLY_UNSTABLE,3,75.058,37.529,0.0,False,319.0,470.0,8.27,0.0071,PUFF,0.6392785571142284,0.9418837675350702
513,sim_513_conc_real_2025-11-10.npy,2.93,-1.57,MODERATELY_STABLE,5,25.467,12.733,0.01,True,177.0,143.0,5.46,0.0041,PUFF,0.35470941883767537,0.2865731462925852
514,sim_514_conc_real_2025-11-10.npy,2.89,77.38,VERY_STABLE,6,14.593,7.296,0.0,False,22.0,223.0,9.38,0.0022,PLUME,0.04408817635270541,0.4468937875751503
515,sim_515_conc_real_2025-11-10.npy,4.63,0.0,NEUTRAL,4,43.275,21.638,0.0,False,142.0,490.0,2.43,0.0098,PLUME,0.2845691382765531,0.9819639278557114
516,sim_516_conc_real_2025-11-10.npy,7.11,0.45,NEUTRAL,4,43.205,21.603,0.83,True,218.0,437.0,4.37,0.0039,PLUME,0.43687374749499,0.875751503006012
517,sim_517_conc_real_2025-11-10.npy,4.53,0.0,NEUTRAL,4,42.963,21.482,0.31,True,183.0,360.0,2.28,0.0054,PLUME,0.3667334669338677,0.7214428857715431
518,sim_518_conc_real_2025-11-10.npy,5.13,146.94,NEUTRAL,4,43.215,21.608,0.0,False,223.0,438.0,4.49,0.0078,PLUME,0.4468937875751503,0.8777555110220441
519,sim_519_conc_real_2025-11-10.npy,6.97,89.67,NEUTRAL,4,42.963,21.482,0.82,True,293.0,278.0,8.78,0.0058,PUFF,0.5871743486973948,0.5571142284569138
520,sim_520_conc_real_2025-11-10.npy,3.37,0.0,MODERATELY_UNSTABLE,2,126.355,63.177,0.19,True,484.0,128.0,2.76,0.0075,PUFF,0.969939879759519,0.2565130260521042
521,sim_521_conc_real_2025-11-10.npy,7.56,0.0,NEUTRAL,4,42.946,21.473,0.0,False,209.0,338.0,3.86,0.0082,PUFF,0.4188376753507014,0.6773547094188377
522,sim_522_conc_real_2025-11-10.npy,5.96,82.48,NEUTRAL,4,43.096,21.548,0.91,True,7.0,452.0,3.34,0.007,PUFF,0.014028056112224449,0.905811623246493
523,sim_523_conc_real_2025-11-10.npy,3.34,-1.13,VERY_UNSTABLE,1,200.047,100.024,0.24,True,57.0,341.0,1.05,0.0081,PLUME,0.11422845691382766,0.6833667334669339
524,sim_524_conc_real_2025-11-10.npy,5.3,0.86,VERY_UNSTABLE,1,203.68,101.84,0.11,True,445.0,381.0,5.01,0.0014,PLUME,0.8917835671342685,0.7635270541082164
525,sim_525_conc_real_2025-11-10.npy,1.6,-0.38,MODERATELY_STABLE,5,25.451,12.726,0.31,True,204.0,42.0,7.0,0.0034,PLUME,0.4088176352705411,0.0841683366733467
526,sim_526_conc_real_2025-11-10.npy,4.95,127.89,VERY_UNSTABLE,1,203.858,101.929,0.0,False,458.0,380.0,8.83,0.0059,PUFF,0.9178356713426854,0.7615230460921844
527,sim_527_conc_real_2025-11-10.npy,4.28,0.0,VERY_UNSTABLE,1,199.907,99.954,0.73,True,328.0,58.0,9.25,0.0068,PLUME,0.657314629258517,0.11623246492985972
528,sim_528_conc_real_2025-11-10.npy,6.83,74.61,NEUTRAL,4,43.14,21.57,0.0,False,315.0,345.0,6.72,0.0059,PUFF,0.6312625250501002,0.6913827655310621
529,sim_529_conc_real_2025-11-10.npy,5.66,-0.25,NEUTRAL,4,43.202,21.601,0.61,True,487.0,12.0,4.99,0.0023,PUFF,0.9759519038076152,0.02404809619238477
530,sim_530_conc_real_2025-11-10.npy,5.1,16.12,NEUTRAL,4,43.468,21.734,0.42,True,490.0,284.0,9.17,0.0025,PUFF,0.9819639278557114,0.5691382765531062
531,sim_531_conc_real_2025-11-10.npy,6.01,3.38,NEUTRAL,4,43.496,21.748,0.74,True,328.0,471.0,5.85,0.0088,PUFF,0.657314629258517,0.9438877755511023
532,sim_532_conc_real_2025-11-10.npy,5.42,0.0,SLIGHTLY_UNSTABLE,3,74.486,37.243,0.78,True,401.0,249.0,5.13,0.0099,PLUME,0.8036072144288577,0.49899799599198397
533,sim_533_conc_real_2025-11-10.npy,7.58,-5.06,NEUTRAL,4,42.707,21.354,0.0,False,7.0,289.0,9.62,0.0005,PLUME,0.014028056112224449,0.5791583166332666
534,sim_534_conc_real_2025-11-10.npy,1.94,-1.86,VERY_STABLE,6,14.775,7.387,0.84,True,475.0,2.0,8.28,0.0042,PUFF,0.9519038076152304,0.004008016032064128
535,sim_535_conc_real_2025-11-10.npy,4.78,0.0,VERY_UNSTABLE,1,201.077,100.539,0.0,False,247.0,349.0,5.45,0.0019,PLUME,0.49498997995991983,0.6993987975951904
536,sim_536_conc_real_2025-11-10.npy,7.63,-1.98,NEUTRAL,4,43.19,21.595,0.41,True,12.0,483.0,4.95,0.006,PUFF,0.02404809619238477,0.9679358717434869
537,sim_537_conc_real_2025-11-10.npy,2.75,0.0,VERY_STABLE,6,14.775,7.387,0.18,True,119.0,460.0,1.22,0.0077,PUFF,0.23847695390781562,0.9218436873747495
538,sim_538_conc_real_2025-11-10.npy,1.15,0.0,VERY_STABLE,6,14.804,7.402,0.29,True,381.0,331.0,8.97,0.0084,PUFF,0.7635270541082164,0.6633266533066132
539,sim_539_conc_real_2025-11-10.npy,3.19,0.0,VERY_UNSTABLE,1,201.172,100.586,0.02,True,432.0,43.0,4.35,0.0003,PLUME,0.8657314629258517,0.08617234468937876
540,sim_540_conc_real_2025-11-10.npy,6.76,-37.44,NEUTRAL,4,42.991,21.495,0.72,True,237.0,340.0,7.17,0.0028,PUFF,0.4749498997995992,0.6813627254509018
541,sim_541_conc_real_2025-11-10.npy,7.66,-2.21,NEUTRAL,4,43.175,21.587,0.0,False,443.0,181.0,4.91,0.01,PUFF,0.8877755511022044,0.3627254509018036
542,sim_542_conc_real_2025-11-10.npy,6.89,1.93,NEUTRAL,4,43.157,21.579,0.0,False,292.0,372.0,5.97,0.0095,PUFF,0.5851703406813628,0.7454909819639278
543,sim_543_conc_real_2025-11-10.npy,5.22,8.76,NEUTRAL,4,42.942,21.471,0.7,True,372.0,135.0,8.57,0.0036,PUFF,0.7454909819639278,0.27054108216432865
544,sim_544_conc_real_2025-11-10.npy,7.21,3.49,NEUTRAL,4,43.026,21.513,0.0,False,383.0,190.0,6.76,0.0046,PUFF,0.7675350701402806,0.3807615230460922
545,sim_545_conc_real_2025-11-10.npy,7.16,0.11,NEUTRAL,4,43.427,21.714,0.37,True,273.0,483.0,5.41,0.0065,PLUME,0.5470941883767535,0.9679358717434869
546,sim_546_conc_real_2025-11-10.npy,3.01,0.0,MODERATELY_STABLE,5,25.828,12.914,0.0,False,141.0,476.0,4.02,0.0041,PUFF,0.28256513026052105,0.9539078156312625
547,sim_547_conc_real_2025-11-10.npy,4.01,-54.75,NEUTRAL,4,42.566,21.283,0.94,True,175.0,96.0,5.47,0.0075,PLUME,0.35070140280561124,0.19238476953907815
548,sim_548_conc_real_2025-11-10.npy,4.63,33.09,NEUTRAL,4,43.173,21.587,0.0,False,444.0,177.0,1.8,0.0075,PUFF,0.8897795591182365,0.35470941883767537
549,sim_549_conc_real_2025-11-10.npy,3.5,1.91,SLIGHTLY_UNSTABLE,3,73.91,36.955,0.0,False,119.0,329.0,3.0,0.0011,PLUME,0.23847695390781562,0.6593186372745491
550,sim_550_conc_real_2025-11-10.npy,5.09,0.72,NEUTRAL,4,43.27,21.635,0.0,False,493.0,125.0,3.34,0.0057,PLUME,0.9879759519038076,0.250501002004008
551,sim_551_conc_real_2025-11-10.npy,2.3,0.0,VERY_UNSTABLE,1,198.654,99.327,0.0,False,2.0,185.0,7.97,0.01,PLUME,0.004008016032064128,0.37074148296593185
552,sim_552_conc_real_2025-11-10.npy,6.95,-0.82,NEUTRAL,4,43.182,21.591,0.05,True,394.0,276.0,3.64,0.007,PLUME,0.7895791583166333,0.5531062124248497
553,sim_553_conc_real_2025-11-10.npy,7.76,2.33,NEUTRAL,4,42.571,21.286,0.0,False,192.0,68.0,8.79,0.005,PUFF,0.3847695390781563,0.13627254509018036
554,sim_554_conc_real_2025-11-10.npy,6.23,0.0,NEUTRAL,4,43.328,21.664,0.43,True,410.0,330.0,9.68,0.0024,PLUME,0.8216432865731463,0.6613226452905812
555,sim_555_conc_real_2025-11-10.npy,3.12,0.0,VERY_UNSTABLE,1,202.464,101.232,0.28,True,148.0,496.0,1.38,0.006,PUFF,0.2965931863727455,0.9939879759519038
556,sim_556_conc_real_2025-11-10.npy,5.39,0.0,VERY_UNSTABLE,1,201.638,100.819,0.0,False,413.0,216.0,8.19,0.008,PUFF,0.8276553106212425,0.43286573146292584
557,sim_557_conc_real_2025-11-10.npy,5.26,-81.36,NEUTRAL,4,42.464,21.232,0.0,False,3.0,91.0,1.02,0.003,PUFF,0.006012024048096192,0.18236472945891782
558,sim_558_conc_real_2025-11-10.npy,5.3,-1.64,NEUTRAL,4,42.762,21.381,0.0,False,27.0,316.0,6.09,0.0064,PUFF,0.05410821643286573,0.6332665330661322
559,sim_559_conc_real_2025-11-10.npy,3.38,0.0,SLIGHTLY_UNSTABLE,3,75.584,37.792,0.65,True,435.0,475.0,8.15,0.0021,PUFF,0.8717434869739479,0.9519038076152304
560,sim_560_conc_real_2025-11-10.npy,5.45,-3.86,SLIGHTLY_UNSTABLE,3,73.922,36.961,0.06,True,259.0,240.0,5.93,0.0021,PUFF,0.5190380761523046,0.48096192384769537
561,sim_561_conc_real_2025-11-10.npy,6.71,0.95,NEUTRAL,4,42.888,21.444,0.0,False,369.0,60.0,1.08,0.0055,PUFF,0.7394789579158316,0.12024048096192384
562,sim_562_conc_real_2025-11-10.npy,5.25,0.0,NEUTRAL,4,43.546,21.773,0.88,True,396.0,434.0,5.67,0.0057,PLUME,0.7935871743486974,0.8697394789579158
563,sim_563_conc_real_2025-11-10.npy,2.91,0.0,MODERATELY_UNSTABLE,2,125.98,62.99,0.0,False,457.0,64.0,3.76,0.0058,PUFF,0.9158316633266533,0.1282565130260521
564,sim_564_conc_real_2025-11-10.npy,6.05,123.93,NEUTRAL,4,43.22,21.61,0.0,False,52.0,490.0,4.09,0.0093,PUFF,0.10420841683366733,0.9819639278557114
565,sim_565_conc_real_2025-11-10.npy,4.3,0.0,MODERATELY_UNSTABLE,2,125.942,62.971,0.56,True,188.0,417.0,6.9,0.0037,PUFF,0.37675350701402804,0.8356713426853707
566,sim_566_conc_real_2025-11-10.npy,6.91,0.0,NEUTRAL,4,42.483,21.242,0.0,False,118.0,17.0,7.12,0.006,PUFF,0.23647294589178355,0.03406813627254509
567,sim_567_conc_real_2025-11-10.npy,6.67,-3.71,NEUTRAL,4,43.059,21.529,0.16,True,439.0,3.0,2.55,0.0086,PLUME,0.8797595190380761,0.006012024048096192
568,sim_568_conc_real_2025-11-10.npy,1.88,0.0,VERY_STABLE,6,14.682,7.341,0.24,True,309.0,201.0,5.19,0.0005,PUFF,0.6192384769539078,0.4028056112224449
569,sim_569_conc_real_2025-11-10.npy,5.56,0.11,SLIGHTLY_UNSTABLE,3,74.482,37.241,0.0,False,223.0,415.0,5.19,0.0058,PUFF,0.4468937875751503,0.8316633266533067
570,sim_570_conc_real_2025-11-10.npy,7.71,0.0,NEUTRAL,4,43.123,21.562,0.0,False,15.0,461.0,5.59,0.0024,PUFF,0.03006012024048096,0.9238476953907816
571,sim_571_conc_real_2025-11-10.npy,2.2,172.71,MODERATELY_STABLE,5,25.658,12.829,0.0,False,145.0,366.0,3.8,0.0042,PLUME,0.2905811623246493,0.7334669338677354
572,sim_572_conc_real_2025-11-10.npy,5.72,3.68,VERY_UNSTABLE,1,201.333,100.666,0.0,False,443.0,46.0,1.65,0.0033,PLUME,0.8877755511022044,0.09218436873747494
573,sim_573_conc_real_2025-11-10.npy,7.78,2.33,NEUTRAL,4,43.046,21.523,0.72,True,347.0,262.0,4.14,0.0006,PUFF,0.6953907815631263,0.5250501002004008
574,sim_574_conc_real_2025-11-10.npy,7.13,4.6,NEUTRAL,4,42.456,21.228,0.0,False,69.0,33.0,3.2,0.009,PUFF,0.13827655310621242,0.06613226452905811
575,sim_575_conc_real_2025-11-10.npy,5.59,-1.17,NEUTRAL,4,43.64,21.82,0.81,True,458.0,406.0,4.99,0.0087,PUFF,0.9178356713426854,0.8136272545090181
