simulation_id,real_concentration_name_file,wind_speed,wind_dir_mean,stability_class,stability_index,RH,humidify,source_x,source_y,source_h,emission_rate,dispersion_model,gps_x,gps_y,wind_dir_cos,wind_dir_sin
410,sim_410_conc_real_2025-11-24.npy,3.65,-135.06,1,2,0.0,False,221.0,73.0,4.9,0.0058754851851702,0,0.4428857715430861,0.1462925851703407,-0.7078468738262602,-0.7063659131175501
411,sim_411_conc_real_2025-11-24.npy,4.12,-134.88,2,4,0.0,False,395.0,341.0,2.84,0.0114066051907934,0,0.7915831663326653,0.6833667334669339,-0.7056242704317207,-0.7085861902250861
412,sim_412_conc_real_2025-11-24.npy,2.18,-134.76,1,2,0.0,False,408.0,162.0,4.78,0.0023004093669481,0,0.8176352705410822,0.3246492985971944,-0.7041386644636228,-0.7100624910579248
413,sim_413_conc_real_2025-11-24.npy,5.45,-135.09,3,3,0.47,True,399.0,406.0,3.85,0.0039642358442085,0,0.7995991983967936,0.8136272545090181,-0.7082166291064759,-0.705995188550928
414,sim_414_conc_real_2025-11-24.npy,6.35,-135.12,2,4,0.0,False,7.0,32.0,8.81,0.013386708844749,0,0.0140280561122244,0.064128256513026,-0.7085861902250863,-0.7056242704317205
415,sim_415_conc_real_2025-11-24.npy,5.21,-135.16,2,4,0.58,True,476.0,145.0,6.68,0.0123480251411178,0,0.9539078156312624,0.2905811623246493,-0.7090786361789599,-0.7051294120334126
416,sim_416_conc_real_2025-11-24.npy,4.39,-134.96,5,1,0.0,False,486.0,31.0,2.09,0.0017899101208355,0,0.9739478957915833,0.0621242484969939,-0.7066129552492247,-0.7076002624886153
417,sim_417_conc_real_2025-11-24.npy,3.0,-134.95,1,2,0.0,False,352.0,387.0,4.26,0.0138483106057745,0,0.7054108216432866,0.7755511022044088,-0.7064894449438369,-0.7077235789366842
418,sim_418_conc_real_2025-11-24.npy,3.67,-135.19,5,1,0.38,True,16.0,98.0,5.28,0.0125783041975135,0,0.032064128256513,0.1963927855711423,-0.7094477438599042,-0.704758042687057
419,sim_419_conc_real_2025-11-24.npy,4.15,-134.7,2,4,0.39,True,262.0,258.0,8.16,0.0119217431629981,0,0.5250501002004008,0.5170340681362725,-0.7033947028105038,-0.7107994738729926
420,sim_420_conc_real_2025-11-24.npy,4.29,-134.8,2,4,0.92,True,247.0,22.0,8.99,0.0133064880993356,0,0.4949899799599198,0.0440881763527054,-0.7046342099635947,-0.7095707365365208
421,sim_421_conc_real_2025-11-24.npy,4.92,-135.15,2,4,0.88,True,410.0,407.0,2.38,0.0039599432754941,0,0.8216432865731463,0.8156312625250501,-0.7089555570807735,-0.7052531588616175
422,sim_422_conc_real_2025-11-24.npy,6.82,-134.82,2,4,0.0,False,208.0,477.0,9.47,0.0093187014704186,0,0.4168336673346693,0.9559118236472944,-0.7048818539423611,-0.7093247295722741
423,sim_423_conc_real_2025-11-24.npy,7.59,-135.11,2,4,0.0,False,246.0,494.0,4.72,0.0031172536842614,0,0.4929859719438877,0.9899799599198396,-0.7084630247653165,-0.7057479313043563
424,sim_424_conc_real_2025-11-24.npy,5.95,-134.97,2,4,0.0,False,465.0,238.0,9.87,0.0091739276819477,0,0.93186372745491,0.4769539078156312,-0.706736444029951,-0.7074769244858096
425,sim_425_conc_real_2025-11-24.npy,5.04,-134.96,2,4,0.0,False,26.0,164.0,5.88,0.008942152476421,0,0.0521042084168336,0.3286573146292585,-0.7066129552492247,-0.7076002624886153
426,sim_426_conc_real_2025-11-24.npy,3.08,-135.05,3,3,0.0,False,86.0,190.0,4.18,0.0096039437416401,0,0.1723446893787575,0.3807615230460922,-0.7077235789366845,-0.7064894449438368
427,sim_427_conc_real_2025-11-24.npy,5.86,-135.16,2,4,0.0,False,455.0,305.0,4.64,0.0104764967983568,0,0.9118236472945892,0.6112224448897795,-0.7090786361789599,-0.7051294120334126
428,sim_428_conc_real_2025-11-24.npy,5.44,-134.9,3,3,0.0,False,152.0,458.0,6.44,0.0118017839620971,0,0.3046092184368738,0.9178356713426854,-0.705871570678681,-0.7083398377245288
429,sim_429_conc_real_2025-11-24.npy,6.87,-134.75,2,4,0.0,False,140.0,190.0,1.77,0.0089047080082711,0,0.280561122244489,0.3807615230460922,-0.7040147244559685,-0.7101853756232853
430,sim_430_conc_real_2025-11-24.npy,7.88,-134.81,2,4,0.0,False,284.0,24.0,9.87,0.0057168714318813,0,0.5691382765531062,0.0480961923847695,-0.7047580426870569,-0.7094477438599043
431,sim_431_conc_real_2025-11-24.npy,5.43,-134.98,2,4,0.0,False,189.0,441.0,5.44,0.012109663994472,0,0.3787575150300601,0.8837675350701403,-0.7068599112822541,-0.7073535649320245
432,sim_432_conc_real_2025-11-24.npy,4.2,-134.56,5,1,0.38,True,88.0,437.0,9.43,0.0098120835931314,0,0.1763527054108216,0.875751503006012,-0.7016557939706074,-0.7125160677398626
433,sim_433_conc_real_2025-11-24.npy,6.01,-135.03,2,4,0.0,False,480.0,133.0,7.4,0.0062958214735755,0,0.9619238476953909,0.2665330661322645,-0.7074769244858095,-0.7067364440299511
434,sim_434_conc_real_2025-11-24.npy,2.1,-134.68,1,2,0.0,False,398.0,487.0,6.1,0.0028563030859627,0,0.7975951903807615,0.9759519038076152,-0.7031465441394767,-0.7110449616337288
435,sim_435_conc_real_2025-11-24.npy,4.11,-134.85,3,3,0.0,False,437.0,469.0,7.79,0.0070082256538378,0,0.875751503006012,0.939879759519038,-0.7052531588616178,-0.7089555570807734
436,sim_436_conc_real_2025-11-24.npy,7.72,-134.73,2,4,0.61,True,436.0,135.0,2.29,0.0121904345873237,0,0.87374749498998,0.2705410821643286,-0.7037667801078904,-0.7104310798498136
437,sim_437_conc_real_2025-11-24.npy,3.77,-135.14,5,1,0.36,True,276.0,325.0,2.47,0.0088570614164456,0,0.5531062124248497,0.6513026052104208,-0.7088324563865653,-0.7053768842065835
438,sim_438_conc_real_2025-11-24.npy,5.87,-135.2,2,4,0.0,False,35.0,400.0,5.7,0.008006120523102,0,0.0701402805611222,0.8016032064128257,-0.7095707365365207,-0.7046342099635949
439,sim_439_conc_real_2025-11-24.npy,6.45,-135.09,2,4,0.17,True,459.0,184.0,1.31,0.0049006086735321,0,0.9198396793587176,0.3687374749498998,-0.7082166291064759,-0.705995188550928
440,sim_440_conc_real_2025-11-24.npy,6.68,-134.71,2,4,0.61,True,113.0,39.0,8.29,0.0023668077884688,0,0.2264529058116232,0.0781563126252505,-0.7035187500079655,-0.7106766975124692
441,sim_441_conc_real_2025-11-24.npy,4.89,-135.14,2,4,0.28,True,411.0,290.0,1.09,0.0033915420667354,0,0.8236472945891784,0.5811623246492986,-0.7088324563865653,-0.7053768842065835
442,sim_442_conc_real_2025-11-24.npy,7.23,-134.95,2,4,0.29,True,15.0,253.0,2.86,0.0018730586011952,0,0.0300601202404809,0.5070140280561122,-0.7064894449438369,-0.7077235789366842
443,sim_443_conc_real_2025-11-24.npy,6.45,-135.06,2,4,0.0,False,482.0,332.0,3.47,0.0131672846793609,0,0.9659318637274548,0.6653306613226453,-0.7078468738262602,-0.7063659131175501
444,sim_444_conc_real_2025-11-24.npy,2.48,-135.06,4,6,0.16,True,298.0,401.0,6.2,0.0096592930638185,0,0.5971943887775552,0.8036072144288577,-0.7078468738262602,-0.7063659131175501
445,sim_445_conc_real_2025-11-24.npy,2.79,-135.14,5,1,0.04,True,441.0,76.0,3.43,0.0034103108408253,0,0.8837675350701403,0.1523046092184369,-0.7088324563865653,-0.7053768842065835
446,sim_446_conc_real_2025-11-24.npy,7.67,-135.05,2,4,0.12,True,10.0,473.0,2.6,0.0136712930114885,0,0.0200400801603206,0.9478957915831664,-0.7077235789366845,-0.7064894449438368
447,sim_447_conc_real_2025-11-24.npy,3.48,-135.29,0,5,0.0,False,35.0,51.0,6.51,0.0079207572766463,0,0.0701402805611222,0.1022044088176352,-0.7106766975124694,-0.7035187500079654
448,sim_448_conc_real_2025-11-24.npy,3.23,-135.16,0,5,0.0,False,15.0,436.0,5.44,0.0030448705684916,0,0.0300601202404809,0.87374749498998,-0.7090786361789599,-0.7051294120334126
449,sim_449_conc_real_2025-11-24.npy,1.93,-134.92,4,6,0.0,False,417.0,181.0,2.59,0.0124440912345645,0,0.8356713426853707,0.3627254509018036,-0.7061187849173313,-0.7080933989149113
450,sim_450_conc_real_2025-11-24.npy,4.46,-135.05,1,2,0.0,False,196.0,447.0,1.62,0.0119403665441592,0,0.3927855711422846,0.8957915831663327,-0.7077235789366845,-0.7064894449438368
451,sim_451_conc_real_2025-11-24.npy,4.79,-134.87,2,4,0.47,True,426.0,51.0,7.37,0.0060582946490251,0,0.8537074148296593,0.1022044088176352,-0.7055005880645404,-0.7087093341000862
452,sim_452_conc_real_2025-11-24.npy,5.8,-134.78,2,4,0.0,False,246.0,346.0,7.84,0.0084653461987545,0,0.4929859719438877,0.6933867735470942,-0.704386480127287,-0.7098166570417259
453,sim_453_conc_real_2025-11-24.npy,5.96,-135.07,2,4,0.0,False,206.0,87.0,2.07,0.0034609110270274,0,0.4128256513026052,0.1743486973947896,-0.7079701471535875,-0.7062423597741272
454,sim_454_conc_real_2025-11-24.npy,6.25,-134.91,2,4,0.26,True,455.0,291.0,8.75,0.0133386435723989,0,0.9118236472945892,0.5831663326653307,-0.7059951885509279,-0.708216629106476
455,sim_455_conc_real_2025-11-24.npy,4.35,-134.62,1,2,0.56,True,478.0,2.0,2.56,0.0072944234383982,0,0.9579158316633266,0.0040080160320641,-0.7024015541897551,-0.7117809049643131
456,sim_456_conc_real_2025-11-24.npy,7.34,-135.31,2,4,0.0,False,413.0,368.0,6.9,0.0063751502803908,0,0.8276553106212425,0.7374749498997996,-0.7109222285813255,-0.7032706341864146
457,sim_457_conc_real_2025-11-24.npy,4.94,-134.7,2,4,0.87,True,4.0,433.0,6.72,0.00379347338478,0,0.0080160320641282,0.8677354709418837,-0.7033947028105038,-0.7107994738729926
458,sim_458_conc_real_2025-11-24.npy,7.01,-134.81,2,4,0.57,True,23.0,319.0,4.49,0.0070579679946018,0,0.0460921843687374,0.6392785571142284,-0.7047580426870569,-0.7094477438599043
459,sim_459_conc_real_2025-11-24.npy,4.01,-135.25,2,4,0.0,False,24.0,58.0,8.1,0.0077627194737486,0,0.0480961923847695,0.1162324649298597,-0.7101853756232854,-0.7040147244559682
460,sim_460_conc_real_2025-11-24.npy,5.7,-135.44,3,3,0.0,False,157.0,466.0,7.4,0.0021088924674786,0,0.314629258517034,0.933867735470942,-0.7125160677398625,-0.7016557939706075
461,sim_461_conc_real_2025-11-24.npy,5.74,-135.14,2,4,0.0,False,207.0,36.0,5.0,0.0049918057970299,0,0.4148296593186373,0.0721442885771543,-0.7088324563865653,-0.7053768842065835
462,sim_462_conc_real_2025-11-24.npy,4.5,-135.1,2,4,0.07,True,212.0,328.0,2.74,0.0111716036328339,0,0.4248496993987976,0.657314629258517,-0.7083398377245287,-0.7058715706786811
463,sim_463_conc_real_2025-11-24.npy,1.05,-134.95,4,6,0.8,True,13.0,249.0,8.52,0.0094307117060519,0,0.0260521042084168,0.4989979959919839,-0.7064894449438369,-0.7077235789366842
464,sim_464_conc_real_2025-11-24.npy,5.7,-134.86,2,4,0.26,True,436.0,284.0,8.94,0.0027073150098925,0,0.87374749498998,0.5691382765531062,-0.7053768842065834,-0.7088324563865654
465,sim_465_conc_real_2025-11-24.npy,4.28,-135.25,3,3,0.21,True,460.0,415.0,8.11,0.0025593344227633,0,0.9218436873747496,0.8316633266533067,-0.7101853756232854,-0.7040147244559682
466,sim_466_conc_real_2025-11-24.npy,1.29,-134.75,0,5,0.87,True,473.0,402.0,1.78,0.0074864058403043,0,0.9478957915831664,0.8056112224448898,-0.7040147244559685,-0.7101853756232853
467,sim_467_conc_real_2025-11-24.npy,3.41,-134.89,3,3,0.0,False,7.0,60.0,6.17,0.0138388681366232,0,0.0140280561122244,0.1202404809619238,-0.7057479313043562,-0.7084630247653166
468,sim_468_conc_real_2025-11-24.npy,4.74,-134.78,2,4,0.15,True,431.0,250.0,5.85,0.0052993974276548,0,0.8637274549098196,0.501002004008016,-0.704386480127287,-0.7098166570417259
469,sim_469_conc_real_2025-11-24.npy,5.11,-134.91,2,4,0.65,True,318.0,317.0,4.58,0.0027519213962763,0,0.6372745490981964,0.6352705410821643,-0.7059951885509279,-0.708216629106476
470,sim_470_conc_real_2025-11-24.npy,4.16,-134.82,2,4,0.38,True,315.0,429.0,3.73,0.0127421967644919,0,0.6312625250501002,0.8597194388777555,-0.7048818539423611,-0.7093247295722741
471,sim_471_conc_real_2025-11-24.npy,4.65,-135.31,1,2,0.0,False,82.0,36.0,8.2,0.0097900267576112,0,0.1643286573146292,0.0721442885771543,-0.7109222285813255,-0.7032706341864146
472,sim_472_conc_real_2025-11-24.npy,1.44,-134.87,0,5,0.0,False,410.0,387.0,6.17,0.0060082103528846,0,0.8216432865731463,0.7755511022044088,-0.7055005880645404,-0.7087093341000862
473,sim_473_conc_real_2025-11-24.npy,5.26,-135.26,2,4,0.0,False,194.0,20.0,9.99,0.0014350435814305,0,0.3887775551102204,0.0400801603206412,-0.7103082385551622,-0.7038907630027991
474,sim_474_conc_real_2025-11-24.npy,7.66,-134.89,2,4,0.08,True,167.0,116.0,3.78,0.0029322950267054,0,0.3346693386773547,0.2324649298597194,-0.7057479313043562,-0.7084630247653166
475,sim_475_conc_real_2025-11-24.npy,6.79,-135.04,2,4,0.0,False,409.0,102.0,5.87,0.0060656499575146,0,0.8196392785571143,0.2044088176352705,-0.7076002624886151,-0.7066129552492249
476,sim_476_conc_real_2025-11-24.npy,4.74,-134.84,2,4,0.64,True,459.0,380.0,3.74,0.0111436839334644,0,0.9198396793587176,0.7615230460921844,-0.7051294120334124,-0.70907863617896
477,sim_477_conc_real_2025-11-24.npy,2.95,-135.17,1,2,0.0,False,37.0,351.0,7.36,0.0109727454205636,0,0.0741482965931863,0.7034068136272545,-0.7092016936773763,-0.705005643725737
478,sim_478_conc_real_2025-11-24.npy,4.01,-135.31,2,4,0.39,True,416.0,495.0,6.42,0.0055559769469023,0,0.8336673346693386,0.9919839679358716,-0.7109222285813255,-0.7032706341864146
479,sim_479_conc_real_2025-11-24.npy,3.61,-135.26,0,5,0.03,True,45.0,272.0,8.97,0.0131045602974668,0,0.0901803607214428,0.5450901803607214,-0.7103082385551622,-0.7038907630027991
480,sim_480_conc_real_2025-11-24.npy,6.27,-134.97,2,4,0.0,False,146.0,35.0,3.93,0.0135026665634566,0,0.2925851703406814,0.0701402805611222,-0.706736444029951,-0.7074769244858096
481,sim_481_conc_real_2025-11-24.npy,5.98,-134.99,2,4,0.0,False,14.0,48.0,4.11,0.0129285208751261,0,0.0280561122244488,0.096192384769539,-0.706983357002373,-0.7072301838310177
482,sim_482_conc_real_2025-11-24.npy,5.22,-134.68,5,1,0.16,True,5.0,444.0,1.82,0.0105625205664097,0,0.0100200400801603,0.8897795591182365,-0.7031465441394767,-0.7110449616337288
483,sim_483_conc_real_2025-11-24.npy,6.37,-134.87,2,4,0.74,True,5.0,395.0,2.5,0.0068151949220843,0,0.0100200400801603,0.7915831663326653,-0.7055005880645404,-0.7087093341000862
484,sim_484_conc_real_2025-11-24.npy,5.76,-134.94,5,1,0.37,True,430.0,483.0,6.16,0.0046886020654812,0,0.8617234468937875,0.9679358717434868,-0.70636591311755,-0.7078468738262603
485,sim_485_conc_real_2025-11-24.npy,4.42,-134.92,1,2,0.0,False,387.0,367.0,9.87,0.012818458929163,0,0.7755511022044088,0.7354709418837675,-0.7061187849173313,-0.7080933989149113
486,sim_486_conc_real_2025-11-24.npy,5.52,-134.93,2,4,0.0,False,269.0,64.0,9.11,0.0124312760258877,0,0.5390781563126252,0.1282565130260521,-0.7062423597741271,-0.7079701471535876
487,sim_487_conc_real_2025-11-24.npy,4.08,-135.0,2,4,0.0,False,122.0,28.0,1.13,0.0069765896464951,0,0.2444889779559118,0.0561122244488977,-0.7071067811865475,-0.7071067811865476
488,sim_488_conc_real_2025-11-24.npy,6.53,-134.95,2,4,0.0,False,183.0,359.0,1.04,0.0101663357080856,0,0.3667334669338677,0.7194388777555111,-0.7064894449438369,-0.7077235789366842
489,sim_489_conc_real_2025-11-24.npy,7.08,-135.01,2,4,0.28,True,294.0,2.0,1.91,0.0020380111742165,0,0.5891783567134269,0.0040080160320641,-0.7072301838310175,-0.7069833570023731
490,sim_490_conc_real_2025-11-24.npy,1.29,-135.1,4,6,0.42,True,60.0,149.0,2.86,0.0027327411163675,0,0.1202404809619238,0.2985971943887776,-0.7083398377245287,-0.7058715706786811
491,sim_491_conc_real_2025-11-24.npy,6.08,-135.01,2,4,0.76,True,70.0,309.0,1.6,0.0098854234245041,0,0.1402805611222445,0.6192384769539078,-0.7072301838310175,-0.7069833570023731
492,sim_492_conc_real_2025-11-24.npy,4.04,-135.13,2,4,0.0,False,446.0,14.0,4.96,0.0061340020310465,0,0.8937875751503006,0.0280561122244488,-0.7087093341000861,-0.7055005880645406
493,sim_493_conc_real_2025-11-24.npy,4.52,-135.13,5,1,0.0,False,433.0,159.0,6.56,0.0105121650970231,0,0.8677354709418837,0.3186372745490982,-0.7087093341000861,-0.7055005880645406
494,sim_494_conc_real_2025-11-24.npy,6.38,-135.26,2,4,0.56,True,132.0,431.0,8.17,0.0072161736982133,0,0.2645290581162324,0.8637274549098196,-0.7103082385551622,-0.7038907630027991
495,sim_495_conc_real_2025-11-24.npy,5.13,-134.78,2,4,0.39,True,200.0,462.0,3.74,0.0042180803373708,0,0.4008016032064128,0.9258517034068136,-0.704386480127287,-0.7098166570417259
496,sim_496_conc_real_2025-11-24.npy,6.78,-134.92,2,4,0.0,False,483.0,399.0,4.09,0.0109415201707857,0,0.9679358717434868,0.7995991983967936,-0.7061187849173313,-0.7080933989149113
497,sim_497_conc_real_2025-11-24.npy,4.52,-134.98,2,4,0.0,False,306.0,397.0,2.8,0.0031900352716689,0,0.6132264529058116,0.7955911823647295,-0.7068599112822541,-0.7073535649320245
498,sim_498_conc_real_2025-11-24.npy,7.76,-135.26,2,4,0.9,True,43.0,399.0,6.32,0.0014633564630385,0,0.0861723446893787,0.7995991983967936,-0.7103082385551622,-0.7038907630027991
499,sim_499_conc_real_2025-11-24.npy,4.13,-134.87,2,4,0.98,True,84.0,181.0,3.21,0.0019881839580805,0,0.1683366733466934,0.3627254509018036,-0.7055005880645404,-0.7087093341000862
500,sim_500_conc_real_2025-11-24.npy,5.02,-134.87,2,4,0.29,True,397.0,3.0,4.77,0.0124099169139463,0,0.7955911823647295,0.0060120240480961,-0.7055005880645404,-0.7087093341000862
501,sim_501_conc_real_2025-11-24.npy,5.96,-135.13,2,4,0.65,True,72.0,446.0,9.73,0.0044622640054648,0,0.1442885771543086,0.8937875751503006,-0.7087093341000861,-0.7055005880645406
502,sim_502_conc_real_2025-11-24.npy,4.82,-135.2,2,4,0.0,False,367.0,254.0,6.07,0.0129261021805322,0,0.7354709418837675,0.5090180360721442,-0.7095707365365207,-0.7046342099635949
503,sim_503_conc_real_2025-11-24.npy,5.06,-135.01,5,1,0.55,True,125.0,483.0,9.58,0.0094153258728281,0,0.250501002004008,0.9679358717434868,-0.7072301838310175,-0.7069833570023731
504,sim_504_conc_real_2025-11-24.npy,5.81,-135.41,2,4,0.49,True,226.0,476.0,6.04,0.0049187483142376,0,0.4529058116232465,0.9539078156312624,-0.7121485839718744,-0.7020287703127659
505,sim_505_conc_real_2025-11-24.npy,5.19,-134.82,2,4,0.0,False,447.0,57.0,4.57,0.006899754085831,0,0.8957915831663327,0.1142284569138276,-0.7048818539423611,-0.7093247295722741
506,sim_506_conc_real_2025-11-24.npy,7.13,-135.12,2,4,0.79,True,337.0,392.0,3.62,0.0064134184266049,0,0.6753507014028056,0.7855711422845691,-0.7085861902250863,-0.7056242704317205
507,sim_507_conc_real_2025-11-24.npy,3.55,-135.21,0,5,0.19,True,436.0,491.0,1.47,0.0136797633019515,0,0.87374749498998,0.9839679358717436,-0.7096937075983769,-0.7045103557757469
508,sim_508_conc_real_2025-11-24.npy,6.1,-134.85,2,4,0.35,True,367.0,435.0,1.4,0.0041592087236298,0,0.7354709418837675,0.8717434869739479,-0.7052531588616178,-0.7089555570807734
509,sim_509_conc_real_2025-11-24.npy,2.72,-134.94,4,6,0.0,False,394.0,156.0,3.56,0.0124573451955337,0,0.7895791583166333,0.312625250501002,-0.70636591311755,-0.7078468738262603
510,sim_510_conc_real_2025-11-24.npy,3.64,-135.19,3,3,0.14,True,336.0,293.0,5.07,0.0128134788558116,0,0.6733466933867736,0.5871743486973948,-0.7094477438599042,-0.704758042687057
511,sim_511_conc_real_2025-11-24.npy,7.73,-134.63,2,4,0.0,False,187.0,15.0,4.77,0.0101010323290331,0,0.374749498997996,0.0300601202404809,-0.7025257726943814,-0.711658301925975
512,sim_512_conc_real_2025-11-24.npy,4.69,-135.08,1,2,0.8,True,440.0,67.0,4.22,0.0015265225648719,0,0.8817635270541082,0.1342685370741483,-0.7080933989149112,-0.7061187849173314
513,sim_513_conc_real_2025-11-24.npy,7.23,-135.18,2,4,0.23,True,334.0,469.0,4.06,0.0114736886306486,0,0.6693386773547094,0.939879759519038,-0.709324729572274,-0.7048818539423614
514,sim_514_conc_real_2025-11-24.npy,4.41,-135.04,2,4,0.0,False,305.0,229.0,5.91,0.012650143004275,0,0.6112224448897795,0.4589178356713427,-0.7076002624886151,-0.7066129552492249
515,sim_515_conc_real_2025-11-24.npy,4.92,-134.98,1,2,0.62,True,322.0,381.0,1.25,0.0132030956266286,0,0.6452905811623246,0.7635270541082164,-0.7068599112822541,-0.7073535649320245
516,sim_516_conc_real_2025-11-24.npy,4.1,-134.92,1,2,0.51,True,473.0,245.0,2.44,0.0068910450799837,0,0.9478957915831664,0.4909819639278557,-0.7061187849173313,-0.7080933989149113
517,sim_517_conc_real_2025-11-24.npy,4.52,-134.63,2,4,0.0,False,162.0,154.0,7.74,0.0072778539558129,0,0.3246492985971944,0.3086172344689378,-0.7025257726943814,-0.711658301925975
518,sim_518_conc_real_2025-11-24.npy,7.02,-135.12,2,4,0.02,True,354.0,477.0,3.44,0.0086710841565384,0,0.7094188376753507,0.9559118236472944,-0.7085861902250863,-0.7056242704317205
519,sim_519_conc_real_2025-11-24.npy,7.63,-134.99,2,4,0.81,True,424.0,222.0,6.97,0.0021418475591246,0,0.8496993987975952,0.4448897795591182,-0.706983357002373,-0.7072301838310177
520,sim_520_conc_real_2025-11-24.npy,7.28,-134.93,2,4,0.83,True,113.0,453.0,3.26,0.0045511203092771,0,0.2264529058116232,0.9078156312625252,-0.7062423597741271,-0.7079701471535876
521,sim_521_conc_real_2025-11-24.npy,3.3,-135.22,0,5,0.0,False,362.0,270.0,2.69,0.0099654888020804,0,0.7254509018036072,0.5410821643286573,-0.7098166570417261,-0.7043864801272868
522,sim_522_conc_real_2025-11-24.npy,4.39,-134.98,1,2,0.12,True,216.0,496.0,5.66,0.0138000559714409,0,0.4328657314629258,0.9939879759519038,-0.7068599112822541,-0.7073535649320245
523,sim_523_conc_real_2025-11-24.npy,2.72,-135.22,4,6,0.0,False,386.0,97.0,2.91,0.0092691995861463,0,0.7735470941883767,0.1943887775551102,-0.7098166570417261,-0.7043864801272868
524,sim_524_conc_real_2025-11-24.npy,7.29,-134.79,2,4,0.0,False,57.0,146.0,1.43,0.012922812567261,0,0.1142284569138276,0.2925851703406814,-0.7045103557757468,-0.709693707598377
525,sim_525_conc_real_2025-11-24.npy,2.36,-134.82,0,5,0.77,True,144.0,410.0,5.34,0.0082830368649719,0,0.2885771543086172,0.8216432865731463,-0.7048818539423611,-0.7093247295722741
526,sim_526_conc_real_2025-11-24.npy,6.78,-135.27,2,4,0.0,False,167.0,214.0,6.34,0.0080734350229482,0,0.3346693386773547,0.4288577154308617,-0.7104310798498135,-0.7037667801078905
527,sim_527_conc_real_2025-11-24.npy,7.97,-135.18,2,4,0.0,False,161.0,491.0,3.13,0.0117191253882506,0,0.3226452905811623,0.9839679358717436,-0.709324729572274,-0.7048818539423614
528,sim_528_conc_real_2025-11-24.npy,6.09,-135.01,3,3,0.73,True,24.0,354.0,7.76,0.0063865257488319,0,0.0480961923847695,0.7094188376753507,-0.7072301838310175,-0.7069833570023731
529,sim_529_conc_real_2025-11-24.npy,2.88,-134.82,1,2,0.05,True,396.0,203.0,6.38,0.0123899435190185,0,0.7935871743486974,0.406813627254509,-0.7048818539423611,-0.7093247295722741
530,sim_530_conc_real_2025-11-24.npy,6.14,-135.13,2,4,0.0,False,462.0,287.0,9.34,0.0092047082869237,0,0.9258517034068136,0.5751503006012024,-0.7087093341000861,-0.7055005880645406
531,sim_531_conc_real_2025-11-24.npy,2.66,-134.82,1,2,0.27,True,346.0,443.0,5.55,0.0036719702319151,0,0.6933867735470942,0.8877755511022044,-0.7048818539423611,-0.7093247295722741
532,sim_532_conc_real_2025-11-24.npy,4.8,-134.71,2,4,0.0,False,471.0,294.0,4.77,0.0104393588084625,0,0.9438877755511024,0.5891783567134269,-0.7035187500079655,-0.7106766975124692
533,sim_533_conc_real_2025-11-24.npy,7.49,-134.9,2,4,0.0,False,33.0,342.0,3.2,0.0123504506593704,0,0.0661322645290581,0.685370741482966,-0.705871570678681,-0.7083398377245288
534,sim_534_conc_real_2025-11-24.npy,5.85,-135.08,5,1,0.21,True,128.0,12.0,4.55,0.0058744933015828,0,0.2565130260521042,0.0240480961923847,-0.7080933989149112,-0.7061187849173314
535,sim_535_conc_real_2025-11-24.npy,6.52,-134.9,2,4,0.0,False,335.0,367.0,7.8,0.0111529576962614,0,0.6713426853707415,0.7354709418837675,-0.705871570678681,-0.7083398377245288
536,sim_536_conc_real_2025-11-24.npy,7.58,-135.37,2,4,0.22,True,31.0,152.0,3.85,0.0017879923653447,0,0.0621242484969939,0.3046092184368738,-0.7116583019259749,-0.7025257726943817
537,sim_537_conc_real_2025-11-24.npy,3.4,-135.15,0,5,0.7,True,31.0,495.0,7.47,0.0014025216022725,0,0.0621242484969939,0.9919839679358716,-0.7089555570807735,-0.7052531588616175
538,sim_538_conc_real_2025-11-24.npy,4.06,-134.82,2,4,0.92,True,43.0,314.0,3.24,0.0096910847230562,0,0.0861723446893787,0.6292585170340681,-0.7048818539423611,-0.7093247295722741
539,sim_539_conc_real_2025-11-24.npy,7.73,-135.03,2,4,0.14,True,458.0,66.0,5.73,0.0041703783693347,0,0.9178356713426854,0.1322645290581162,-0.7074769244858095,-0.7067364440299511
540,sim_540_conc_real_2025-11-24.npy,4.53,-135.09,3,3,0.46,True,88.0,36.0,6.55,0.0093659035468235,0,0.1763527054108216,0.0721442885771543,-0.7082166291064759,-0.705995188550928
541,sim_541_conc_real_2025-11-24.npy,4.6,-135.17,3,3,0.0,False,307.0,221.0,5.91,0.0107610647543546,0,0.6152304609218436,0.4428857715430861,-0.7092016936773763,-0.705005643725737
542,sim_542_conc_real_2025-11-24.npy,3.21,-134.92,1,2,0.69,True,327.0,403.0,9.74,0.0025128558744542,0,0.655310621242485,0.8076152304609219,-0.7061187849173313,-0.7080933989149113
543,sim_543_conc_real_2025-11-24.npy,4.2,-134.9,5,1,0.0,False,435.0,245.0,4.72,0.0042425897551051,0,0.8717434869739479,0.4909819639278557,-0.705871570678681,-0.7083398377245288
544,sim_544_conc_real_2025-11-24.npy,6.19,-134.8,2,4,0.69,True,492.0,126.0,2.5,0.0134588353678281,0,0.9859719438877756,0.25250501002004,-0.7046342099635947,-0.7095707365365208
545,sim_545_conc_real_2025-11-24.npy,1.11,-134.96,4,6,0.66,True,124.0,327.0,3.27,0.0119504597397545,0,0.2484969939879759,0.655310621242485,-0.7066129552492247,-0.7076002624886153
